availability,a,city,community,latitude,longitude,link,type,price,beds,sq_feet,baths,cats,dogs,utility_heat,utility_electricity,utility_water,utility_cable,utility_internet,available_month
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.0520442,-114.0768623,/ab/calgary/rentals/apartment/1-bedroom/downtown/436606,Apartment,850.0,1,525,1.0,0,0,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Connaught,51.0463834,-114.0874283,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/2244,Apartment,1000.0,0,400,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.0390969,-114.0731192,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/75288,Apartment,925.0,0,250,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bankview,51.030137,-114.101078,/ab/calgary/rentals/apartment/1-bedroom/bankview/pet-friendly/51406,Apartment,950.0,0,420,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Altadore,51.01635,-114.0985,/ab/calgary/rentals/apartment/1-bedroom/altadore/117563,Apartment,975.0,1,600,1.0,0,0,1,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Lower Mount Royal,51.0362699,-114.082297,/ab/calgary/rentals/apartment/studio/lower-mount-royal/pet-friendly/355718,Apartment,950.0,0,313,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mission,51.037644,-114.0703651,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/2243,Apartment,865.0,0,350,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bridgeland,51.0565375,-114.0492047,/ab/calgary/rentals/apartment/1-bedroom/bridgeland/pet-friendly/355717,Apartment,975.0,0,501,1.0,2,2,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bankview,51.0306332,-114.1038036,/ab/calgary/rentals/apartment/studio/bankview/pet-friendly/355713,Apartment,899.0,0,397,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bankview,51.0325951,-114.0980284,/ab/calgary/rentals/apartment/1-bedroom/bankview/pet-friendly/3474,Apartment,999.0,1,497,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.0399846,-114.0693749,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/99283,Apartment,975.0,0,400,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Scarboro,51.0375374,-114.1020294,/ab/calgary/rentals/apartment/1-bedroom/scarboro/pet-friendly/299144,Apartment,925.0,0,335,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Brentwood,51.0897585,-114.1309789,/ab/calgary/rentals/apartment/1-bedroom/brentwood/420759,Apartment,900.0,1,700,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Huntington Hills,51.1147884,-114.0682795,/ab/calgary/rentals/apartment/1-bedroom/huntington-hills/pet-friendly/99281,Apartment,925.0,0,388,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Renfrew,51.0595404,-114.0510065,/ab/calgary/rentals/apartment/1-bedroom/renfrew/pet-friendly/466383,Apartment,700.0,0,299,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,South Calgary,51.0302907,-114.0989466,/ab/calgary/rentals/apartment/1-bedroom/south-calgary/pet-friendly/2592,Apartment,899.0,0,450,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Lower Mount Royal,51.0348835,-114.0802295,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/314015,Apartment,899.0,0,450,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mission,51.0345392,-114.0692334,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/473402,Apartment,999.0,1,454,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Greenview,51.0966163,-114.0580176,/ab/calgary/rentals/apartment/1-bedroom/greenview/113896,Apartment,1000.0,1,720,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Woodlands,50.9407587,-114.1038826,/ab/calgary/rentals/apartment/1-bedroom/woodlands/pet-friendly/481052,Apartment,999.0,1,635,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bridgeland,51.0521742,-114.0489798,/ab/calgary/rentals/apartment/studio/bridgeland/pet-friendly/393082,Apartment,926.0,0,429,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Sunalta,51.038298,-114.0982478,/ab/calgary/rentals/apartment/1-bedroom/sunalta/483314,Apartment,800.0,1,470,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Sunalta,51.0437267,-114.1057707,/ab/calgary/rentals/apartment/1-bedroom/sunalta/51688,Apartment,895.0,1,550,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Shaganappi,51.0382491,-114.1240734,/ab/calgary/rentals/apartment/1-bedroom/shaganappi/470000,Apartment,895.0,1,500,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Lower Mount Royal,51.0361453,-114.0861162,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/299455,Apartment,900.0,1,633,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Windsor Park,51.0026511,-114.074333,/ab/calgary/rentals/apartment/1-bedroom/windsor-park/pet-friendly/462353,Apartment,995.0,1,615,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Forest Lawn,51.0367038,-113.9746726,/ab/calgary/rentals/apartment/1-bedroom/forest-lawn/483403,Apartment,875.0,1,650,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Killarney,51.0296161,-114.1351447,/ab/calgary/rentals/apartment/1-bedroom/killarney/pet-friendly/29306,Apartment,850.0,1,700,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.0413127,-114.0848539,/ab/calgary/rentals/apartment/studio/beltline/22940,Apartment,925.0,0,500,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Crescent Heights,51.0635435,-114.0601315,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/50304,Apartment,1000.0,1,580,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bowness,51.0904906,-114.1955841,/ab/calgary/rentals/apartment/1-bedroom/bowness/1232,Apartment,960.0,1,750,1.0,0,0,1,0,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bankview,51.0315177,-114.1019092,/ab/calgary/rentals/apartment/1-bedroom/bankview/45239,Apartment,900.0,1,500,1.0,0,0,1,1,1,1,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mount Royal,51.0329298,-114.094312,/ab/calgary/rentals/apartment/2-bedrooms/mount-royal/pet-friendly/128407,Apartment,995.0,2,1000,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Killarney,51.0242857,-114.140771,/ab/calgary/rentals/apartment/1-bedroom/killarney/pet-friendly/378126,Apartment,1000.0,1,650,1.0,2,0,1,1,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mission,51.0336618,-114.0690593,/ab/calgary/rentals/apartment/1-bedroom/mission/291671,Apartment,975.0,1,475,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mission,51.0327199,-114.0706328,/ab/calgary/rentals/apartment/1-bedroom/mission/439597,Apartment,995.0,0,520,1.0,0,0,1,0,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mission,51.035457169999,-114.06937122345,/ab/calgary/rentals/apartment/studio/mission/40830,Apartment,825.0,0,350,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Altadore,51.021994,-114.109543,/ab/calgary/rentals/apartment/2-bedrooms/altadore/pet-friendly/290727,Apartment,975.0,2,1000,1.0,2,0,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Cliff Bungalow,51.0366961,-114.0744921,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/476249,Apartment,625.0,1,465,1.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.0457187,-114.0805283,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/17394,Apartment,985.0,1,630,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Inglewood,51.040263,-114.032654,/ab/calgary/rentals/apartment/studio/inglewood/pet-friendly/403605,Apartment,950.0,0,500,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Connaught,51.0394868,-114.0904517,/ab/calgary/rentals/apartment/1-bedroom/connaught/967,Apartment,985.0,1,550,1.0,0,0,1,0,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Calgary,Cliff Bungalow,51.0376143,-114.0727417,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/pet-friendly/87117,Apartment,925.0,1,650,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Crescent Heights,51.05433488015,-114.053906275024,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/139575,Apartment,995.0,1,800,1.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Deer Run,50.9322881,-114.0113261,/ab/calgary/rentals/apartment/1-bedroom/deer-run/pet-friendly/141307,Apartment,980.0,1,690,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Dalhousie,51.1030746,-114.150732,/ab/calgary/rentals/apartment/1-bedroom/dalhousie/147423,Apartment,1000.0,1,651,1.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Willow Park,50.962396,-114.058199,/ab/calgary/rentals/apartment/1-bedroom/willow-park/477696,Apartment,849.0,0,300,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Lower Mount Royal,51.036401700356,-114.09387588501,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/22158,Apartment,800.0,0,520,1.0,2,0,1,0,1,0,0,1.0
May 01,2022-05-01 00:00:00,Calgary,Connaught,51.038102,-114.076197,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/483811,Apartment,910.0,1,330,1.0,2,0,1,1,0,0,1,5.0
May 01,2022-05-01 00:00:00,Calgary,Victoria Park,51.0391359,-114.0638302,/ab/calgary/rentals/apartment/1-bedroom/victoria-park/pet-friendly/460983,Apartment,900.0,1,500,1.0,2,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Downtown,51.0436825,-114.0650951,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/63434,Apartment,995.0,0,425,1.0,2,0,1,1,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Mission,51.0292343,-114.0649091,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/453881,Apartment,989.0,0,430,1.0,2,2,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Bankview,51.0317966,-114.0974172,/ab/calgary/rentals/apartment/1-bedroom/bankview/74881,Apartment,850.0,1,500,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Crescent Heights,51.0659097,-114.0601842,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/107938,Apartment,950.0,1,520,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Altadore,51.0168322,-114.1007796,/ab/calgary/rentals/apartment/1-bedroom/altadore/484203,Apartment,1000.0,1,500,1.0,0,0,1,1,1,0,1,5.0
May 01,2022-05-01 00:00:00,Calgary,Mission,51.0367603,-114.0730631,/ab/calgary/rentals/apartment/1-bedroom/mission/91277,Apartment,995.0,1,500,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Crescent Heights,51.0541659,-114.0565049,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/9827,Apartment,895.0,1,650,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Eau Claire,51.0495547,-114.0793639,/ab/calgary/rentals/apartment/1-bedroom/eau-claire/47563,Apartment,960.0,0,500,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Bankview,51.0338193,-114.1037927,/ab/calgary/rentals/apartment/2-bedrooms/bankview/pet-friendly/327472,Apartment,995.0,2,798,1.0,2,2,0,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Cliff Bungalow,51.032271,-114.0745192,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/pet-friendly/484161,Apartment,950.0,1,600,1.0,2,0,1,1,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Bowness,51.08648,-114.18464,/ab/calgary/rentals/apartment/2-bedrooms/bowness/51961,Apartment,775.0,2,900,1.0,0,0,0,0,0,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Lower Mount Royal,51.0376662,-114.0822965,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/133915,Apartment,995.0,1,700,1.0,2,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Bowness,51.0909572,-114.1962258,/ab/calgary/rentals/apartment/1-bedroom/bowness/pet-friendly/308269,Apartment,975.0,1,550,1.0,2,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Rosscarrock,51.0386689,-114.1436858,/ab/calgary/rentals/apartment/1-bedroom/rosscarrock/pet-friendly/445619,Apartment,900.0,1,500,1.0,2,2,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Lower Mount Royal,51.036648,-114.078988,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/51253,Apartment,975.0,1,535,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Willow Park,50.963822,-114.061485,/ab/calgary/rentals/apartment/1-bedroom/willow-park/3168,Apartment,930.0,1,700,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Banff Trail,51.0673509,-114.1166716,/ab/calgary/rentals/apartment/studio/banff-trail/482367,Apartment,940.0,0,260,1.0,0,0,1,0,0,0,1,5.0
May 01,2022-05-01 00:00:00,Calgary,Sunalta,51.042852,-114.104515,/ab/calgary/rentals/apartment/1-bedroom/sunalta/pet-friendly/139206,Apartment,995.0,1,650,1.0,2,2,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Beltline,51.0413127,-114.0848539,/ab/calgary/rentals/apartment/studio/beltline/22831,Apartment,945.0,0,500,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Capitol Hill,51.0676484,-114.0858241,/ab/calgary/rentals/apartment/1-bedroom/capitol-hill/483112,Apartment,950.0,1,650,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Beltline,51.0399634,-114.0699442,/ab/calgary/rentals/apartment/studio/beltline/pet-friendly/479887,Apartment,930.0,0,420,1.0,2,0,1,1,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Lower Mount Royal,51.0360372,-114.0822822,/ab/calgary/rentals/apartment/studio/lower-mount-royal/3539,Apartment,825.0,0,450,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Calgary,Lower Mount Royal,51.0377678,-114.0915833,/ab/calgary/rentals/apartment/studio/lower-mount-royal/299478,Apartment,900.0,0,640,1.0,0,0,1,0,0,0,0,5.0
call for availability,call for availability,Calgary,Lower Mount Royal,51.0376755,-114.0908292,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/442233,Apartment,975.0,1,500,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Calgary,Southwood,50.9512148,-114.0853209,/ab/calgary/rentals/apartment/1-bedroom/southwood/pet-friendly/59980,Apartment,950.0,1,650,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Calgary,Downtown,51.0488249,-114.0824361,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/481230,Apartment,1000.0,1,500,1.0,2,2,1,1,1,0,0,call for availability
call for availability,call for availability,Calgary,Downtown,51.047748282615,-114.077661308598,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/14548,Apartment,950.0,0,480,1.0,2,0,1,1,1,0,0,call for availability
Immediate,2000-01-01 00:00:00,Calgary,Dover,51.02992425608,-113.989458703041,/ab/calgary/rentals/apartment/1-bedroom/dover/pet-friendly/96614,Apartment,730.0,0,450,1.0,2,0,1,1,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.047691,-114.081481,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/393080,Apartment,1071.0,1,492,1.0,2,2,0,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.0408325,-114.0752992,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/351340,Apartment,1050.0,1,484,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Forest Heights,51.0446273,-113.9703201,/ab/calgary/rentals/apartment/1-bedroom/forest-heights/pet-friendly/430315,Apartment,1199.0,1,524,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Bayview,50.971823,-114.108811,/ab/calgary/rentals/apartment/1-bedroom/bayview/pet-friendly/343051,Apartment,1340.0,1,790,1.0,2,2,1,0,1,0,0,1
Apr 15,2022-04-15 00:00:00,Calgary,Lower Mount Royal,51.038478,-114.08591,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/22012,Apartment,1214.0,1,800,1.0,2,2,1,0,1,0,0,4
Apr 15,2022-04-15 00:00:00,Calgary,Willow Park,50.9619167,-114.0600523,/ab/calgary/rentals/apartment/1-bedroom/willow-park/pet-friendly/462796,Apartment,1159.0,1,506,1.0,2,2,1,0,1,0,0,4
Apr 15,2022-04-15 00:00:00,Calgary,Rutland Park,51.0201453,-114.1439234,/ab/calgary/rentals/apartment/1-bedroom/rutland-park/pet-friendly/21997,Apartment,1143.0,1,588,1.0,2,2,1,0,1,0,0,4
Apr 15,2022-04-15 00:00:00,Calgary,Beltline,51.0394624,-114.0705531,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/19662,Apartment,1286.0,0,455,1.0,2,2,1,0,1,0,0,4
Apr 15,2022-04-15 00:00:00,Calgary,Downtown,51.048506,-114.076532,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/21994,Apartment,1070.0,0,550,1.0,2,0,1,0,1,0,0,4
Apr 15,2022-04-15 00:00:00,Calgary,Rundle,51.0773687,-113.9781017,/ab/calgary/rentals/apartment/2-bedrooms/rundle/pet-friendly/21358,Apartment,1499.0,2,820,1.0,2,2,0,0,0,0,0,4
Apr 15,2022-04-15 00:00:00,Calgary,University Heights,51.0702357,-114.1252561,/ab/calgary/rentals/apartment/1-bedroom/university-heights/pet-friendly/20548,Apartment,1149.0,1,650,1.0,2,2,1,0,1,0,0,4
Apr 30,2022-04-30 00:00:00,Calgary,Connaught,51.0468335,-114.0834665,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/19660,Apartment,1124.0,0,600,1.0,2,2,1,0,1,0,0,4
Apr 30,2022-04-30 00:00:00,Calgary,Brentwood,51.084466,-114.12868,/ab/calgary/rentals/apartment/1-bedroom/brentwood/pet-friendly/19655,Apartment,1140.0,1,527,1.0,2,2,1,0,1,0,0,4
May 15,2022-05-15 00:00:00,Calgary,Sunalta,51.0423222,-114.0915126,/ab/calgary/rentals/apartment/1-bedroom/sunalta/pet-friendly/19955,Apartment,1138.0,1,496,1.0,2,2,1,0,1,0,0,5
May 15,2022-05-15 00:00:00,Calgary,Glamorgan,51.0160163,-114.1621168,/ab/calgary/rentals/apartment/1-bedroom/glamorgan/pet-friendly/19663,Apartment,1189.0,1,667,1.0,2,2,1,0,1,0,0,5
May 15,2022-05-15 00:00:00,Calgary,Brentwood,51.0841687,-114.1287177,/ab/calgary/rentals/apartment/1-bedroom/brentwood/pet-friendly/377368,Apartment,1359.0,1,527,1.0,2,2,1,1,1,0,0,5
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.038793,-114.077172,/ab/calgary/rentals/apartment/1-bedroom/beltline/482532,Apartment,1295.0,1,449,1.0,0,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Braeside,50.962467,-114.1097039,/ab/calgary/rentals/apartment/1-bedroom/braeside/pet-friendly/481050,Apartment,1099.0,2,824,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.041582,-114.077916,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/127453,Apartment,1025.0,1,437,1.0,2,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Mission,51.0297566,-114.0660819,/ab/calgary/rentals/apartment/1-bedroom/mission/453889,Apartment,1110.0,1,574,1.0,0,0,1,1,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,University Heights,51.0717464,-114.1271966,/ab/calgary/rentals/apartment/1-bedroom/university-heights/pet-friendly/22009,Apartment,1279.0,1,675,1.0,2,2,1,1,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Bankview,51.0340761,-114.0990151,/ab/calgary/rentals/apartment/2-bedrooms/bankview/479558,Apartment,1100.0,2,700,1.0,0,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.0408474,-114.067481,/ab/calgary/rentals/apartment/1-bedroom/beltline/331832,Apartment,1250.0,1,900,1.0,0,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Pineridge,51.0780821,-113.9544194,/ab/calgary/rentals/apartment/1-bedroom/pineridge/pet-friendly/19666,Apartment,1239.0,1,625,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Mayland Heights,51.059599,-114.015407,/ab/calgary/rentals/apartment/2-bedrooms/mayland-heights/pet-friendly/415568,Apartment,1400.0,2,918,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Haysboro,50.9720354,-114.0825932,/ab/calgary/rentals/apartment/1-bedroom/haysboro/pet-friendly/432141,Apartment,1101.0,1,678,0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Mission,51.0292343,-114.0649091,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/453881,Apartment,1104.0,0,517,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.0408834,-114.067514,/ab/calgary/rentals/apartment/2-bedrooms/beltline/339120,Apartment,1450.0,2,1100,1.0,0,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Legacy,50.8607753,-114.0233735,/ab/calgary/rentals/apartment/1-bedroom/legacy/pet-friendly/484373,Apartment,1250.0,1,533,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Red Carpet,51.038967,-113.931151,/ab/calgary/rentals/apartment/2-bedrooms/red-carpet/pet-friendly/479453,Apartment,1330.0,2,800,1.0,2,2,0,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.04313,-114.0640803,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/111726,Apartment,1245.0,1,644,1.0,2,2,1,0,1,0,0,1
