availability,a,community,latitude,longitude,link,type,price,beds,sq_feet,baths,cats,dogs,utility_heat,utility_electricity,utility_water,utility_cable,utility_internet,available_month
Immediate,2000-01-01 00:00:00,Mission,51.0320884,-114.0656032,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/481225,Apartment,1025,1,500,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Cedarbrae,50.9536955,-114.1201631,/ab/calgary/rentals/apartment/1-bedroom/cedarbrae/pet-friendly/374359,Apartment,1050,1,670,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,South Calgary,51.0237308,-114.1148425,/ab/calgary/rentals/apartment/1-bedroom/south-calgary/pet-friendly/342039,Apartment,1075,1,550,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bankview,51.030137,-114.101078,/ab/calgary/rentals/apartment/1-bedroom/bankview/pet-friendly/51406,Apartment,950,0,420,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bridgeland,51.0533337,-114.0543425,/ab/calgary/rentals/apartment/1-bedroom/bridgeland/pet-friendly/350947,Apartment,1050,1,509,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Sunalta,51.0433457,-114.1052338,/ab/calgary/rentals/apartment/1-bedroom/sunalta/pet-friendly/373063,Apartment,1085,1,489,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Rosscarrock,51.0436382,-114.1415541,/ab/calgary/rentals/apartment/1-bedroom/rosscarrock/pet-friendly/51405,Apartment,1100,1,600,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Sunalta,51.0389372,-114.0985889,/ab/calgary/rentals/apartment/1-bedroom/sunalta/pet-friendly/413819,Apartment,999,1,550,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Beltline,51.0414679,-114.0896591,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/3408,Apartment,1099,1,562,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,South Calgary,51.0302325,-114.101516,/ab/calgary/rentals/apartment/1-bedroom/south-calgary/pet-friendly/75880,Apartment,1050,1,473,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Sunalta,51.0425868,-114.0960443,/ab/calgary/rentals/apartment/1-bedroom/sunalta/pet-friendly/347214,Apartment,1099,1,513,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Mission,51.0345392,-114.0692334,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/473402,Apartment,999,1,454,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bankview,51.0307731,-114.0991578,/ab/calgary/rentals/apartment/1-bedroom/bankview/pet-friendly/2844,Apartment,1099,1,614,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bankview,51.0324264,-114.0962183,/ab/calgary/rentals/apartment/1-bedroom/bankview/pet-friendly/337415,Apartment,1075,1,564,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Haysboro,50.977276,-114.076662,/ab/calgary/rentals/apartment/1-bedroom/haysboro/pet-friendly/75289,Apartment,950,0,374,1.0,2,2,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Renfrew,51.0595404,-114.0510065,/ab/calgary/rentals/apartment/1-bedroom/renfrew/pet-friendly/466383,Apartment,700,0,299,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Lower Mount Royal,51.0348835,-114.0802295,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/314015,Apartment,950,0,450,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bridgeland,51.0542397,-114.0509469,/ab/calgary/rentals/apartment/1-bedroom/bridgeland/pet-friendly/473398,Apartment,999,1,497,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,South Calgary,51.0302907,-114.0989466,/ab/calgary/rentals/apartment/1-bedroom/south-calgary/pet-friendly/2592,Apartment,899,0,450,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Beltline,51.0390969,-114.0731192,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/75288,Apartment,925,0,250,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Scarboro,51.0375374,-114.1020294,/ab/calgary/rentals/apartment/1-bedroom/scarboro/pet-friendly/299144,Apartment,899,0,335,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Mission,51.0369918,-114.0752319,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/466381,Apartment,875,0,350,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Hillhurst,51.0506619,-114.0935426,/ab/calgary/rentals/apartment/1-bedroom/hillhurst/pet-friendly/479918,Apartment,1075,1,440,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bankview,51.0356789,-114.0970703,/ab/calgary/rentals/apartment/1-bedroom/bankview/pet-friendly/473397,Apartment,1075,1,558,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Capitol Hill,51.067638,-114.093356,/ab/calgary/rentals/apartment/1-bedroom/capitol-hill/pet-friendly/2544,Apartment,1050,1,438,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Altadore,51.0198076,-114.1001265,/ab/calgary/rentals/apartment/1-bedroom/altadore/pet-friendly/359908,Apartment,1099,1,542,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bankview,51.0358117,-114.1020999,/ab/calgary/rentals/apartment/1-bedroom/bankview/pet-friendly/309609,Apartment,1025,1,524,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Crescent Heights,51.0640666,-114.0573792,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/pet-friendly/2542,Apartment,999,1,520,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Beltline,51.0399846,-114.0693749,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/99283,Apartment,975,0,400,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Connaught,51.0463834,-114.0874283,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/2244,Apartment,1000,0,400,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bridgeland,51.0565375,-114.0492047,/ab/calgary/rentals/apartment/1-bedroom/bridgeland/pet-friendly/355717,Apartment,975,0,501,1.0,2,2,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Huntington Hills,51.1147884,-114.0682795,/ab/calgary/rentals/apartment/1-bedroom/huntington-hills/pet-friendly/99281,Apartment,925,0,388,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Braeside,50.962467,-114.1097039,/ab/calgary/rentals/apartment/1-bedroom/braeside/pet-friendly/481050,Apartment,1033,1,616,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bankview,51.0325951,-114.0980284,/ab/calgary/rentals/apartment/1-bedroom/bankview/pet-friendly/3474,Apartment,999,1,497,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Montgomery,51.073699,-114.1633141,/ab/calgary/rentals/apartment/1-bedroom/montgomery/pet-friendly/435330,Apartment,1001,1,650,0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Stanley Park,51.0095674,-114.0685416,/ab/calgary/rentals/apartment/2-bedrooms/stanley-park/435890,Apartment,1100,2,1000,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Tuxedo,51.0726515,-114.061413,/ab/calgary/rentals/apartment/1-bedroom/tuxedo/32021,Apartment,975,1,550,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Beltline,51.0404892,-114.0898093,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/87827,Apartment,1050,1,700,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Thorncliffe,51.1094739,-114.0676836,/ab/calgary/rentals/apartment/1-bedroom/thorncliffe/pet-friendly/22935,Apartment,1089,1,625,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bankview,51.0341141,-114.0991242,/ab/calgary/rentals/apartment/2-bedrooms/bankview/484949,Apartment,950,2,800,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Thorncliffe,51.1103273,-114.0676882,/ab/calgary/rentals/apartment/1-bedroom/thorncliffe/pet-friendly/484798,Apartment,1050,1,646,1.0,2,0,1,0,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Beltline,51.0401861,-114.0784295,/ab/calgary/rentals/apartment/studio/beltline/pet-friendly/137984,Apartment,700,0,500,1.0,2,2,0,0,0,0,1,1.0
Immediate,2000-01-01 00:00:00,Sunalta,51.038298,-114.0982478,/ab/calgary/rentals/apartment/1-bedroom/sunalta/483314,Apartment,800,1,470,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Ranchlands,51.1167363,-114.1768329,/ab/calgary/rentals/apartment/2-bedrooms/ranchlands/pet-friendly/146362,Apartment,1100,2,890,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Killarney,51.0296161,-114.1351447,/ab/calgary/rentals/apartment/1-bedroom/killarney/pet-friendly/29306,Apartment,895,1,700,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Crescent Heights,51.064555,-114.064615,/ab/calgary/rentals/apartment/studio/crescent-heights/3898,Apartment,895,0,345,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bankview,51.0340761,-114.0990151,/ab/calgary/rentals/apartment/2-bedrooms/bankview/479558,Apartment,1100,2,700,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Beltline,51.041265,-114.066508,/ab/calgary/rentals/apartment/studio/beltline/pet-friendly/339295,Apartment,695,0,205,1.0,2,2,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Altadore,51.01635,-114.0985,/ab/calgary/rentals/apartment/1-bedroom/altadore/117563,Apartment,975,1,600,1.0,0,0,1,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Downtown,51.0520442,-114.0768623,/ab/calgary/rentals/apartment/1-bedroom/downtown/436606,Apartment,850,1,525,1.0,0,0,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Lower Mount Royal,51.037039,-114.086613,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/314173,Apartment,1100,1,550,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bankview,51.034549,-114.0951214,/ab/calgary/rentals/apartment/2-bedrooms/bankview/pet-friendly/404960,Apartment,1026,0,485,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bridgeland,51.0521742,-114.0489798,/ab/calgary/rentals/apartment/studio/bridgeland/pet-friendly/393082,Apartment,926,0,429,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Lower Mount Royal,51.037179,-114.079018,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/151337,Apartment,1100,1,800,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Sunalta,51.0437267,-114.1057707,/ab/calgary/rentals/apartment/1-bedroom/sunalta/51688,Apartment,895,1,550,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Forest Lawn,51.0367038,-113.9746726,/ab/calgary/rentals/apartment/1-bedroom/forest-lawn/483403,Apartment,875,1,650,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Beltline,51.0413127,-114.0848539,/ab/calgary/rentals/apartment/studio/beltline/22940,Apartment,925,0,500,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Acadia,50.9749038,-114.0664404,/ab/calgary/rentals/apartment/2-bedrooms/acadia/146439,Apartment,1070,2,890,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bankview,51.0315177,-114.1019092,/ab/calgary/rentals/apartment/1-bedroom/bankview/45239,Apartment,900,1,500,1.0,0,0,1,1,1,1,0,1.0
Immediate,2000-01-01 00:00:00,Tuxedo Park,51.0735251,-114.0613755,/ab/calgary/rentals/apartment/2-bedrooms/tuxedo-park/88411,Apartment,1100,2,850,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Downtown,51.0419372,-114.0905068,/ab/calgary/rentals/apartment/2-bedrooms/downtown/319238,Apartment,1050,2,750,1.0,0,0,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Killarney,51.0242857,-114.140771,/ab/calgary/rentals/apartment/1-bedroom/killarney/pet-friendly/378126,Apartment,1000,1,650,1.0,2,0,1,1,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Mission,51.0336618,-114.0690593,/ab/calgary/rentals/apartment/1-bedroom/mission/291671,Apartment,975,1,475,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Mission,51.0327199,-114.0706328,/ab/calgary/rentals/apartment/1-bedroom/mission/439597,Apartment,995,0,520,1.0,0,0,1,0,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Beltline,51.0413904,-114.0762163,/ab/calgary/rentals/apartment/1-bedroom/beltline/75443,Apartment,1099,1,550,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Mission,51.035457169999,-114.06937122345,/ab/calgary/rentals/apartment/studio/mission/40830,Apartment,825,0,350,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Altadore,51.021994,-114.109543,/ab/calgary/rentals/apartment/2-bedrooms/altadore/pet-friendly/290727,Apartment,975,2,1000,1.0,2,0,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Cliff Bungalow,51.0366961,-114.0744921,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/476249,Apartment,625,1,465,1.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Silver Springs,51.1136152,-114.2015411,/ab/calgary/rentals/apartment/2-bedrooms/silver-springs/pet-friendly/146448,Apartment,1100,2,890,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Downtown,51.0457187,-114.0805283,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/17394,Apartment,985,1,560,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Inglewood,51.040263,-114.032654,/ab/calgary/rentals/apartment/studio/inglewood/pet-friendly/403605,Apartment,950,0,500,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Connaught,51.0394868,-114.0904517,/ab/calgary/rentals/apartment/1-bedroom/connaught/967,Apartment,985,1,550,1.0,0,0,1,0,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Altadore,51.0230615,-114.0970589,/ab/calgary/rentals/apartment/2-bedrooms/altadore/338557,Apartment,1100,2,850,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Crescent Heights,51.05433488015,-114.053906275024,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/139575,Apartment,995,1,800,1.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Deer Run,50.9322881,-114.0113261,/ab/calgary/rentals/apartment/1-bedroom/deer-run/pet-friendly/141307,Apartment,980,1,690,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Red Carpet,51.0389421,-113.9299716,/ab/calgary/rentals/apartment/1-bedroom/red-carpet/pet-friendly/305440,Apartment,1090,1,542,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Dalhousie,51.1030746,-114.150732,/ab/calgary/rentals/apartment/1-bedroom/dalhousie/147423,Apartment,1000,1,651,1.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Beltline,51.041582,-114.077916,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/127453,Apartment,1025,1,437,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bankview,51.03335,-114.10007,/ab/calgary/rentals/apartment/1-bedroom/bankview/17058,Apartment,875,1,600,1.0,0,0,0,0,0,0,0,1.0
Apr 22,2022-04-22 00:00:00,Meadowlark Park,51.0016178,-114.0768808,/ab/calgary/rentals/apartment/1-bedroom/meadowlark-park/pet-friendly/328916,Apartment,1055,1,628,1.0,2,2,1,0,1,0,0,4.0
May 01,2022-05-01 00:00:00,Glendale,51.0300606,-114.1450603,/ab/calgary/rentals/apartment/1-bedroom/glendale/478247,Apartment,1075,1,800,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,West Hillhurst,51.0536969,-114.1226869,/ab/calgary/rentals/apartment/studio/west-hillhurst/pet-friendly/346829,Apartment,900,0,650,1.0,2,0,1,1,1,0,0,5.0
May 01,2022-05-01 00:00:00,West Hillhurst,51.0536969,-114.122687,/ab/calgary/rentals/apartment/2-bedrooms/west-hillhurst/pet-friendly/67904,Apartment,1100,2,850,1.0,2,0,0,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Willow Park,50.962396,-114.058199,/ab/calgary/rentals/apartment/1-bedroom/willow-park/477696,Apartment,849,0,300,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Rosscarrock,51.0395315,-114.1423165,/ab/calgary/rentals/apartment/1-bedroom/rosscarrock/pet-friendly/6910,Apartment,1000,1,700,1.0,2,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Lower Mount Royal,51.0376662,-114.0822965,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/133915,Apartment,995,1,700,1.0,2,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Bankview,51.0317966,-114.0974172,/ab/calgary/rentals/apartment/1-bedroom/bankview/74881,Apartment,950,1,500,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Mission,51.0292343,-114.0649091,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/453881,Apartment,900,0,430,1.0,2,2,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Lower Mount Royal,51.0360372,-114.0822822,/ab/calgary/rentals/apartment/studio/lower-mount-royal/3539,Apartment,795,0,450,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Mission,51.0367603,-114.0730631,/ab/calgary/rentals/apartment/1-bedroom/mission/91277,Apartment,995,1,500,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Downtown,51.0493489,-114.0720248,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/479758,Apartment,1100,1,616,1.0,2,0,1,1,1,0,0,5.0
May 01,2022-05-01 00:00:00,Richmond/Knob Hill,51.0366966,-114.1070523,/ab/calgary/rentals/apartment/1-bedroom/richmond-knob-hill/pet-friendly/480081,Apartment,1095,0,417,1.0,2,0,1,1,1,0,0,5.0
May 01,2022-05-01 00:00:00,Beltline,51.042298,-114.085973,/ab/calgary/rentals/apartment/studio/beltline/32489,Apartment,925,0,400,1.0,0,0,1,1,1,0,0,5.0
May 01,2022-05-01 00:00:00,Sunnyside,51.0574744,-114.0786027,/ab/calgary/rentals/apartment/1-bedroom/sunnyside/308444,Apartment,1095,1,550,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Bankview,51.0338193,-114.1037927,/ab/calgary/rentals/apartment/2-bedrooms/bankview/pet-friendly/327472,Apartment,925,2,798,1.0,2,2,0,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Rosedale,51.066304011905,-114.071850330688,/ab/calgary/rentals/apartment/1-bedroom/rosedale/121660,Apartment,1095,1,575,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Connaught,51.038102,-114.076197,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/483811,Apartment,910,1,330,1.0,2,0,1,1,0,0,1,5.0
May 01,2022-05-01 00:00:00,Beltline,51.0419054,-114.0856459,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/48761,Apartment,1100,1,500,1.0,2,2,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Crescent Heights,51.0541659,-114.0565049,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/9827,Apartment,895,1,650,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Cliff Bungalow,51.0322636,-114.0752951,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/481917,Apartment,1075,1,620,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Lower Mount Royal,51.0337982,-114.0943935,/ab/calgary/rentals/apartment/2-bedrooms/lower-mount-royal/pet-friendly/100152,Apartment,1040,2,840,1.0,2,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Cliff Bungalow,51.032271,-114.0745192,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/pet-friendly/484161,Apartment,950,1,600,1.0,2,0,1,1,1,0,0,5.0
May 01,2022-05-01 00:00:00,Bowness,51.08648,-114.18464,/ab/calgary/rentals/apartment/2-bedrooms/bowness/51961,Apartment,775,2,900,1.0,0,0,0,0,0,0,0,5.0
May 01,2022-05-01 00:00:00,Renfrew,51.0611896,-114.0549484,/ab/calgary/rentals/apartment/1-bedroom/renfrew/116321,Apartment,1100,1,750,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Cliff Bungalow,51.03529,-114.07589,/ab/calgary/rentals/apartment/2-bedrooms/cliff-bungalow/65643,Apartment,1100,2,900,1.0,0,0,1,1,1,0,0,5.0
May 01,2022-05-01 00:00:00,Rosscarrock,51.0386689,-114.1436858,/ab/calgary/rentals/apartment/1-bedroom/rosscarrock/pet-friendly/445619,Apartment,900,1,500,1.0,2,2,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Mission,51.0360207,-114.0707496,/ab/calgary/rentals/apartment/1-bedroom/mission/482644,Apartment,1100,1,500,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Sunalta,51.042852,-114.104515,/ab/calgary/rentals/apartment/1-bedroom/sunalta/pet-friendly/139206,Apartment,995,1,650,1.0,2,2,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Sunnyside,51.0589411,-114.0842987,/ab/calgary/rentals/apartment/2-bedrooms/sunnyside/305280,Apartment,1050,2,800,1.0,0,0,1,1,1,0,0,5.0
May 01,2022-05-01 00:00:00,Beltline,51.0413127,-114.0848539,/ab/calgary/rentals/apartment/studio/beltline/22831,Apartment,945,0,500,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Capitol Hill,51.0676484,-114.0858241,/ab/calgary/rentals/apartment/1-bedroom/capitol-hill/483112,Apartment,950,1,650,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Lower Mount Royal,51.0377678,-114.0915833,/ab/calgary/rentals/apartment/studio/lower-mount-royal/299478,Apartment,900,0,640,1.0,0,0,1,0,0,0,0,5.0
May 15,2022-05-15 00:00:00,Rosscarrock,51.0439289,-114.1414509,/ab/calgary/rentals/apartment/1-bedroom/rosscarrock/77086,Apartment,880,1,550,1.0,0,0,1,0,1,0,0,5.0
May 15,2022-05-15 00:00:00,Renfrew,51.0661123,-114.0379336,/ab/calgary/rentals/apartment/1-bedroom/renfrew/44157,Apartment,995,1,750,1.0,0,0,1,0,1,0,0,5.0
May 15,2022-05-15 00:00:00,Huntington Hills,51.111386,-114.080169,/ab/calgary/rentals/apartment/1-bedroom/huntington-hills/56745,Apartment,1000,1,700,1.0,0,0,1,0,1,0,0,5.0
Jun 01,2022-06-01 00:00:00,Crescent Heights,51.0649602,-114.0602717,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/60729,Apartment,1000,1,850,1.0,0,0,1,0,1,0,0,6.0
Jun 01,2022-06-01 00:00:00,Windsor Park,51.0015146,-114.0738689,/ab/calgary/rentals/apartment/2-bedrooms/windsor-park/126942,Apartment,1100,2,1100,1.0,0,0,1,0,1,0,0,6.0
Jul 01,2022-07-01 00:00:00,Sunnyside,51.0580139,-114.0754401,/ab/calgary/rentals/apartment/1-bedroom/sunnyside/456,Apartment,1090,1,700,1.0,0,0,1,0,1,0,0,7.0
call for availability,call for availability,Lower Mount Royal,51.0376755,-114.0908292,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/442233,Apartment,975,1,500,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Downtown,51.0488249,-114.0824361,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/481230,Apartment,1095,1,500,1.0,2,2,1,1,1,0,0,call for availability
call for availability,call for availability,Bankview,51.0371688,-114.1056423,/ab/calgary/rentals/apartment/studio/bankview/pet-friendly/446323,Apartment,895,0,650,1.0,2,0,1,1,1,0,0,call for availability
