availability,a,community,latitude,longitude,link,type,price,beds,sq_feet,baths,cats,dogs,utility_heat,utility_electricity,utility_water,utility_cable,utility_internet,available_month
Immediate,2000-01-01 00:00:00,Bridgeland,51.0565375,-114.0492047,/ab/calgary/rentals/apartment/1-bedroom/bridgeland/pet-friendly/355717,Apartment,975,0,501,1.0,2,2,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Mission,51.0369918,-114.0752319,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/466381,Apartment,875,0,350,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Downtown,51.0520442,-114.0768623,/ab/calgary/rentals/apartment/1-bedroom/downtown/436606,Apartment,850,1,525,1.0,0,0,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Bridgeland,51.0542397,-114.0509469,/ab/calgary/rentals/apartment/1-bedroom/bridgeland/pet-friendly/473398,Apartment,999,1,497,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Dover,51.0278599,-113.968347,/ab/calgary/rentals/apartment/1-bedroom/dover/pet-friendly/2247,Apartment,999,1,550,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bankview,51.0306332,-114.1038036,/ab/calgary/rentals/apartment/studio/bankview/pet-friendly/355713,Apartment,899,0,397,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Connaught,51.0463834,-114.0874283,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/2244,Apartment,1000,0,400,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Lower Mount Royal,51.0348835,-114.0802295,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/314015,Apartment,899,0,450,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Mission,51.037644,-114.0703651,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/2243,Apartment,865,0,350,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Greenview,51.0966163,-114.0580176,/ab/calgary/rentals/apartment/1-bedroom/greenview/113896,Apartment,1000,1,720,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bridgeland,51.0521742,-114.0489798,/ab/calgary/rentals/apartment/studio/bridgeland/pet-friendly/393082,Apartment,926,0,429,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Sunalta,51.0437267,-114.1057707,/ab/calgary/rentals/apartment/1-bedroom/sunalta/51688,Apartment,895,1,550,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Shaganappi,51.0382491,-114.1240734,/ab/calgary/rentals/apartment/1-bedroom/shaganappi/470000,Apartment,895,1,500,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Lower Mount Royal,51.0361453,-114.0861162,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/299455,Apartment,900,1,633,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Forest Lawn,51.0367038,-113.9746726,/ab/calgary/rentals/apartment/1-bedroom/forest-lawn/483403,Apartment,875,1,650,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Beltline,51.0413127,-114.0848539,/ab/calgary/rentals/apartment/studio/beltline/22940,Apartment,925,0,500,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Bowness,51.0904906,-114.1955841,/ab/calgary/rentals/apartment/1-bedroom/bowness/1232,Apartment,960,1,750,1.0,0,0,1,0,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Bankview,51.0315177,-114.1019092,/ab/calgary/rentals/apartment/1-bedroom/bankview/45239,Apartment,900,1,500,1.0,0,0,1,1,1,1,0,1.0
Immediate,2000-01-01 00:00:00,Killarney,51.0242857,-114.140771,/ab/calgary/rentals/apartment/1-bedroom/killarney/pet-friendly/378126,Apartment,1000,1,650,1.0,2,0,1,1,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Mission,51.0336618,-114.0690593,/ab/calgary/rentals/apartment/1-bedroom/mission/291671,Apartment,975,1,475,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Mission,51.0327199,-114.0706328,/ab/calgary/rentals/apartment/1-bedroom/mission/439597,Apartment,995,0,520,1.0,0,0,1,0,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Mission,51.035457169999,-114.06937122345,/ab/calgary/rentals/apartment/studio/mission/40830,Apartment,825,0,350,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Altadore,51.021994,-114.109543,/ab/calgary/rentals/apartment/2-bedrooms/altadore/pet-friendly/290727,Apartment,975,2,1000,1.0,2,0,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Cliff Bungalow,51.0366961,-114.0744921,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/476249,Apartment,625,1,465,1.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Downtown,51.0457187,-114.0805283,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/17394,Apartment,985,1,630,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Inglewood,51.040263,-114.032654,/ab/calgary/rentals/apartment/studio/inglewood/pet-friendly/403605,Apartment,950,0,500,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Connaught,51.0394868,-114.0904517,/ab/calgary/rentals/apartment/1-bedroom/connaught/967,Apartment,985,1,550,1.0,0,0,1,0,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Crescent Heights,51.05433488015,-114.053906275024,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/139575,Apartment,995,1,800,1.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Deer Run,50.9322881,-114.0113261,/ab/calgary/rentals/apartment/1-bedroom/deer-run/pet-friendly/141307,Apartment,980,1,690,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Dalhousie,51.1030746,-114.150732,/ab/calgary/rentals/apartment/1-bedroom/dalhousie/147423,Apartment,1000,1,651,1.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Willow Park,50.962396,-114.058199,/ab/calgary/rentals/apartment/1-bedroom/willow-park/477696,Apartment,849,0,300,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Lower Mount Royal,51.036401700356,-114.09387588501,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/22158,Apartment,800,0,520,1.0,2,0,1,0,1,0,0,1.0
Apr 16,2022-04-16 00:00:00,Sunalta,51.038298,-114.0982478,/ab/calgary/rentals/apartment/1-bedroom/sunalta/483314,Apartment,800,1,470,1.0,0,0,1,0,1,0,0,4.0
May 01,2022-05-01 00:00:00,Eau Claire,51.0495547,-114.0793639,/ab/calgary/rentals/apartment/1-bedroom/eau-claire/47563,Apartment,960,0,500,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Sunnyside,51.0526302,-114.0848595,/ab/calgary/rentals/apartment/1-bedroom/sunnyside/145017,Apartment,950,1,850,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Crescent Heights,51.0659097,-114.0601842,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/107938,Apartment,950,1,520,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Bankview,51.0338193,-114.1037927,/ab/calgary/rentals/apartment/2-bedrooms/bankview/pet-friendly/327472,Apartment,925,2,798,1.0,2,2,0,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Connaught,51.038102,-114.076197,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/483811,Apartment,910,1,330,1.0,2,0,1,1,0,0,1,5.0
May 01,2022-05-01 00:00:00,Victoria Park,51.0391359,-114.0638302,/ab/calgary/rentals/apartment/1-bedroom/victoria-park/pet-friendly/460983,Apartment,900,1,500,1.0,2,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Mission,51.0367603,-114.0730631,/ab/calgary/rentals/apartment/1-bedroom/mission/91277,Apartment,995,1,500,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Bankview,51.0317966,-114.0974172,/ab/calgary/rentals/apartment/1-bedroom/bankview/74881,Apartment,850,1,500,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Crescent Heights,51.0541659,-114.0565049,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/9827,Apartment,895,1,650,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Altadore,51.0168322,-114.1007796,/ab/calgary/rentals/apartment/1-bedroom/altadore/484203,Apartment,1000,1,500,1.0,0,0,1,1,1,0,1,5.0
May 01,2022-05-01 00:00:00,Cliff Bungalow,51.032271,-114.0745192,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/pet-friendly/484161,Apartment,950,1,600,1.0,2,0,1,1,1,0,0,5.0
May 01,2022-05-01 00:00:00,Bowness,51.08648,-114.18464,/ab/calgary/rentals/apartment/2-bedrooms/bowness/51961,Apartment,775,2,900,1.0,0,0,0,0,0,0,0,5.0
May 01,2022-05-01 00:00:00,Lower Mount Royal,51.0376662,-114.0822965,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/133915,Apartment,995,1,700,1.0,2,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Willow Park,50.963822,-114.061485,/ab/calgary/rentals/apartment/1-bedroom/willow-park/3168,Apartment,930,1,700,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Rosscarrock,51.0386689,-114.1436858,/ab/calgary/rentals/apartment/1-bedroom/rosscarrock/pet-friendly/445619,Apartment,900,1,500,1.0,2,2,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Lower Mount Royal,51.036648,-114.078988,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/51253,Apartment,975,1,535,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Banff Trail,51.0673509,-114.1166716,/ab/calgary/rentals/apartment/studio/banff-trail/482367,Apartment,940,0,260,1.0,0,0,1,0,0,0,1,5.0
May 01,2022-05-01 00:00:00,Sunalta,51.042852,-114.104515,/ab/calgary/rentals/apartment/1-bedroom/sunalta/pet-friendly/139206,Apartment,995,1,650,1.0,2,2,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Beltline,51.0413127,-114.0848539,/ab/calgary/rentals/apartment/studio/beltline/22831,Apartment,945,0,500,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Capitol Hill,51.0676484,-114.0858241,/ab/calgary/rentals/apartment/1-bedroom/capitol-hill/483112,Apartment,950,1,650,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Lower Mount Royal,51.0360372,-114.0822822,/ab/calgary/rentals/apartment/studio/lower-mount-royal/3539,Apartment,825,0,450,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Lower Mount Royal,51.0377678,-114.0915833,/ab/calgary/rentals/apartment/studio/lower-mount-royal/299478,Apartment,900,0,640,1.0,0,0,1,0,0,0,0,5.0
May 15,2022-05-15 00:00:00,Huntington Hills,51.111386,-114.080169,/ab/calgary/rentals/apartment/1-bedroom/huntington-hills/56745,Apartment,1000,1,700,1.0,0,0,1,0,1,0,0,5.0
call for availability,call for availability,Downtown,51.0488249,-114.0824361,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/481230,Apartment,1000,1,500,1.0,2,2,1,1,1,0,0,call for availability
call for availability,call for availability,Bankview,51.0371688,-114.1056423,/ab/calgary/rentals/apartment/studio/bankview/pet-friendly/446323,Apartment,895,0,650,1.0,2,0,1,1,1,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.0376755,-114.0908292,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/442233,Apartment,975,1,500,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Southwood,50.9512148,-114.0853209,/ab/calgary/rentals/apartment/1-bedroom/southwood/pet-friendly/59980,Apartment,950,1,650,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Downtown,51.047748282615,-114.077661308598,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/14548,Apartment,950,0,480,1.0,2,0,1,1,1,0,0,call for availability
Immediate,2000-01-01 00:00:00,Dover,51.02992425608,-113.989458703041,/ab/calgary/rentals/apartment/1-bedroom/dover/pet-friendly/96614,Apartment,730,0,450,1.0,2,0,1,1,1,0,0,1
call for availability,call for availability,Radisson Heights,51.03947,-114.00136,/ab/calgary/rentals/apartment/1-bedroom/radisson-heights/482813,Apartment,,1,460,1.0,0,0,0,0,0,0,0,call for availability
call for availability,call for availability,Downtown,51.0436825,-114.0650951,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/63434,Apartment,,0,425,1.0,2,0,1,1,1,0,0,call for availability
call for availability,call for availability,Acadia,50.972543,-114.066826,/ab/calgary/rentals/apartment/1-bedroom/acadia/47994,Apartment,,0,550,1.0,0,0,1,0,1,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.0354768,-114.0815721,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/444839,Apartment,,0,325,1.0,0,0,1,1,1,1,1,call for availability
call for availability,call for availability,Lower Mount Royal,51.0369994,-114.0896461,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/427020,Apartment,,1,500,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Mission,51.0370632,-114.070252,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/431998,Apartment,,1,500,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Walden,50.8736601,-114.0374756,/ab/calgary/rentals/apartment/1-bedroom/walden/327176,Apartment,,1,638,1.0,0,0,1,0,1,0,0,call for availability
call for availability,call for availability,Beltline,51.0408851,-114.0838949,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/312965,Apartment,,1,600,1.0,2,0,1,1,1,1,1,call for availability
call for availability,call for availability,Bankview,51.0367331,-114.1033259,/ab/calgary/rentals/apartment/1-bedroom/bankview/4329,Apartment,,1,950,1.0,0,0,1,0,1,0,0,call for availability
call for availability,call for availability,Cambrian Heights,51.0844195,-114.0880892,/ab/calgary/rentals/apartment/1-bedroom/cambrian-heights/403746,Apartment,,1,672,1.0,0,0,0,0,0,0,0,call for availability
call for availability,call for availability,Mission,51.035494268744,-114.068883411765,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/346849,Apartment,,0,400,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Bankview,51.03335,-114.10007,/ab/calgary/rentals/apartment/1-bedroom/bankview/17058,Apartment,,1,600,1.0,0,0,0,0,0,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.0372584,-114.0904398,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/411860,Apartment,,0,400,1.0,2,0,1,0,1,0,0,call for availability
Immediate,2000-01-01 00:00:00,Bayview,50.971823,-114.108811,/ab/calgary/rentals/apartment/1-bedroom/bayview/pet-friendly/343051,Apartment,1287,1,790,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Downtown,51.047691,-114.081481,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/393080,Apartment,1045,1,492,1.0,2,2,0,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Beltline,51.0408325,-114.0752992,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/351340,Apartment,1125,1,484,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Forest Heights,51.0446273,-113.9703201,/ab/calgary/rentals/apartment/1-bedroom/forest-heights/pet-friendly/430315,Apartment,1199,1,524,1.0,2,2,1,0,1,0,0,1
Apr 15,2022-04-15 00:00:00,University Heights,51.0702357,-114.1252561,/ab/calgary/rentals/apartment/1-bedroom/university-heights/pet-friendly/20548,Apartment,1149,1,650,1.0,2,2,1,0,1,0,0,4
Apr 15,2022-04-15 00:00:00,Lower Mount Royal,51.038478,-114.08591,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/22012,Apartment,1214,1,800,1.0,2,2,1,0,1,0,0,4
Apr 15,2022-04-15 00:00:00,Downtown,51.048506,-114.076532,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/21994,Apartment,1070,0,550,1.0,2,0,1,0,1,0,0,4
Apr 15,2022-04-15 00:00:00,Rundle,51.0773687,-113.9781017,/ab/calgary/rentals/apartment/2-bedrooms/rundle/pet-friendly/21358,Apartment,1394,2,820,1.0,2,2,0,0,0,0,0,4
Apr 15,2022-04-15 00:00:00,Beltline,51.0394624,-114.0705531,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/19662,Apartment,1286,0,455,1.0,2,2,1,0,1,0,0,4
Apr 30,2022-04-30 00:00:00,Willow Park,50.9619167,-114.0600523,/ab/calgary/rentals/apartment/1-bedroom/willow-park/pet-friendly/462796,Apartment,1089,1,506,1.0,2,2,1,0,1,0,0,4
May 03,2022-05-03 00:00:00,Downtown,51.047949,-114.088137,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/393079,Apartment,1253,1,678,1.0,2,2,0,0,0,0,0,5
May 09,2022-05-09 00:00:00,Altadore,51.0229848,-114.1098195,/ab/calgary/rentals/apartment/1-bedroom/altadore/pet-friendly/468619,Apartment,1437,1,536,1.0,2,2,1,0,1,0,0,5
May 15,2022-05-15 00:00:00,Brentwood,51.084466,-114.12868,/ab/calgary/rentals/apartment/1-bedroom/brentwood/pet-friendly/19655,Apartment,1338,1,527,1.0,2,2,1,0,1,0,0,5
May 15,2022-05-15 00:00:00,Rutland Park,51.0201453,-114.1439234,/ab/calgary/rentals/apartment/1-bedroom/rutland-park/pet-friendly/21997,Apartment,1174,1,588,1.0,2,2,1,0,1,0,0,5
May 15,2022-05-15 00:00:00,Glamorgan,51.0160163,-114.1621168,/ab/calgary/rentals/apartment/1-bedroom/glamorgan/pet-friendly/19663,Apartment,1115,1,667,1.0,2,2,1,0,1,0,0,5
May 15,2022-05-15 00:00:00,Brentwood,51.0841687,-114.1287177,/ab/calgary/rentals/apartment/1-bedroom/brentwood/pet-friendly/377368,Apartment,1359,1,527,1.0,2,2,1,1,1,0,0,5
May 15,2022-05-15 00:00:00,Sunalta,51.0423222,-114.0915126,/ab/calgary/rentals/apartment/1-bedroom/sunalta/pet-friendly/19955,Apartment,1138,1,496,1.0,2,2,1,0,1,0,0,5
Immediate,2000-01-01 00:00:00,Brentwood,51.104918,-114.141668,/ab/calgary/rentals/apartment/2-bedrooms/brentwood/pet-friendly/479452,Apartment,1378,2,1000,1.0,2,2,0,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Downtown,51.043534,-114.082819,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Apartment,1364,0,389,1.0,2,2,1,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Braeside,50.962467,-114.1097039,/ab/calgary/rentals/apartment/1-bedroom/braeside/pet-friendly/481050,Apartment,1074,1,616,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Mission,51.0376633,-114.0631462,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/453880,Apartment,1205,1,513,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Cliff Bungalow,51.0349101,-114.0774354,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/pet-friendly/462351,Apartment,1200,1,625,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Mckenzie Towne,50.9280807,-113.9640357,/ab/calgary/rentals/apartment/2-bedrooms/mckenzie-towne/312881,Apartment,1300,2,585,1.0,0,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Beltline,51.0418914,-114.0688895,/ab/calgary/rentals/apartment/1-bedroom/beltline/405813,Apartment,1400,1,570,1.0,0,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Capitol Hill,51.0672244,-114.0965029,/ab/calgary/rentals/apartment/1-bedroom/capitol-hill/pet-friendly/453885,Apartment,1053,1,421,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Seton,50.88121,-113.94732,/ab/calgary/rentals/apartment/1-bedroom/seton/pet-friendly/483933,Apartment,1224,1,660,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Greenview,51.1020364,-114.0537402,/ab/calgary/rentals/apartment/2-bedrooms/greenview/pet-friendly/392874,Apartment,1427,2,876,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Connaught,51.0421511,-114.0786194,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/474546,Apartment,1500,1,659,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Mission,51.0320884,-114.0656032,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/481225,Apartment,1025,1,500,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Cougar Ridge,51.0805889,-114.2042344,/ab/calgary/rentals/apartment/1-bedroom/cougar-ridge/pet-friendly/417059,Apartment,1467,1,612,1.0,2,2,1,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Killarney,51.0372133,-114.1270253,/ab/calgary/rentals/apartment/2-bedrooms/killarney/389440,Apartment,1195,2,800,1.0,0,0,0,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Downtown,51.0482556,-114.0824597,/ab/calgary/rentals/apartment/1-bedroom/downtown/340111,Apartment,1400,1,648,1.0,0,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Sunalta,51.0428329,-114.1031282,/ab/calgary/rentals/apartment/2-bedrooms/sunalta/pet-friendly/478524,Apartment,1400,2,900,1.0,2,0,1,0,1,0,0,1
