availability,a,community,latitude,longitude,link,type,price,beds,sq_feet,baths,cats,dogs,utility_heat,utility_electricity,utility_water,utility_cable,utility_internet,available_month
May 01,2022-05-01 00:00:00,Beltline,51.0413127,-114.0848539,/ab/calgary/rentals/apartment/studio/beltline/22831,Apartment,945,0,500,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Capitol Hill,51.0676484,-114.0858241,/ab/calgary/rentals/apartment/1-bedroom/capitol-hill/483112,Apartment,950,1,650,1.0,0,0,1,0,1,0,0,5.0
May 01,2022-05-01 00:00:00,Lower Mount Royal,51.0377678,-114.0915833,/ab/calgary/rentals/apartment/studio/lower-mount-royal/299478,Apartment,900,0,640,1.0,0,0,1,0,0,0,0,5.0
May 15,2022-05-15 00:00:00,Renfrew,51.0661123,-114.0379336,/ab/calgary/rentals/apartment/1-bedroom/renfrew/44157,Apartment,995,1,750,1.0,0,0,1,0,1,0,0,5.0
May 15,2022-05-15 00:00:00,Huntington Hills,51.111386,-114.080169,/ab/calgary/rentals/apartment/1-bedroom/huntington-hills/56745,Apartment,1000,1,700,1.0,0,0,1,0,1,0,0,5.0
call for availability,call for availability,Lower Mount Royal,51.0376755,-114.0908292,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/442233,Apartment,975,1,500,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Bankview,51.0371688,-114.1056423,/ab/calgary/rentals/apartment/studio/bankview/pet-friendly/446323,Apartment,895,0,650,1.0,2,0,1,1,1,0,0,call for availability
call for availability,call for availability,Southwood,50.9512148,-114.0853209,/ab/calgary/rentals/apartment/1-bedroom/southwood/pet-friendly/59980,Apartment,950,1,650,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Downtown,51.047748282615,-114.077661308598,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/14548,Apartment,950,0,480,1.0,2,0,1,1,1,0,0,call for availability
Immediate,2000-01-01 00:00:00,Dover,51.0294575,-113.9897399,/ab/calgary/rentals/apartment/1-bedroom/dover/pet-friendly/96614,Apartment,730,0,450,1.0,2,0,1,1,1,0,0,1
call for availability,call for availability,Radisson Heights,51.03947,-114.00136,/ab/calgary/rentals/apartment/1-bedroom/radisson-heights/482813,Apartment,,1,460,1.0,0,0,0,0,0,0,0,call for availability
call for availability,call for availability,Mission,51.035494268744,-114.068883411765,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/346849,Apartment,,0,400,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.036401700356,-114.09387588501,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/22158,Apartment,,0,520,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Downtown,51.0436825,-114.0650951,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/63434,Apartment,,0,425,1.0,2,0,1,1,1,0,0,call for availability
call for availability,call for availability,Acadia,50.972543,-114.066826,/ab/calgary/rentals/apartment/1-bedroom/acadia/47994,Apartment,,0,550,1.0,0,0,1,0,1,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.0354768,-114.0815721,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/444839,Apartment,,0,325,1.0,0,0,1,1,1,1,1,call for availability
call for availability,call for availability,Mission,51.0370632,-114.070252,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/431998,Apartment,,1,500,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.0369994,-114.0896461,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/427020,Apartment,,1,500,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Walden,50.8736601,-114.0374756,/ab/calgary/rentals/apartment/1-bedroom/walden/327176,Apartment,,1,638,1.0,0,0,1,0,1,0,0,call for availability
call for availability,call for availability,Beltline,51.0408851,-114.0838949,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/312965,Apartment,,1,600,1.0,2,0,1,1,1,1,1,call for availability
call for availability,call for availability,Bankview,51.0367331,-114.1033259,/ab/calgary/rentals/apartment/1-bedroom/bankview/4329,Apartment,,1,950,1.0,0,0,1,0,1,0,0,call for availability
call for availability,call for availability,Cambrian Heights,51.0844195,-114.0880892,/ab/calgary/rentals/apartment/1-bedroom/cambrian-heights/403746,Apartment,,1,672,1.0,0,0,0,0,0,0,0,call for availability
call for availability,call for availability,Bankview,51.03335,-114.10007,/ab/calgary/rentals/apartment/1-bedroom/bankview/17058,Apartment,,1,600,1.0,0,0,0,0,0,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.0372584,-114.0904398,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/411860,Apartment,,0,400,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Sunnyside,51.0554614,-114.0849444,/ab/calgary/rentals/apartment/1-bedroom/sunnyside/138448,Townhouse,,1,750,1.0,0,0,0,0,1,0,0,call for availability
Immediate,2000-01-01 00:00:00,Royal Oak,51.1444706,-114.211952,/ab/calgary/rentals/shared/1-bedroom/royal-oak/469903,Shared,600,1,130,1.0,0,0,0,0,0,0,1,1
Immediate,2000-01-01 00:00:00,Marlborough,51.0498755,-113.9726525,/ab/calgary/rentals/shared/4-bedrooms/marlborough/133809,Shared,400,4,1090,2.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Carrington,51.1814409,-114.091869,/ab/calgary/rentals/shared/1-bedroom/carrington/400113,Shared,700,1,1338,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Auburn Bay,50.8854823,-113.945515,/ab/calgary/rentals/shared/1-bedroom/auburn-bay/485233,Shared,550,1,1750,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Scenic Acres,51.1268497,-114.2200209,/ab/calgary/rentals/shared/1-bedroom/scenic-acres/422866,Shared,795,1,2400,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Radisson Heights,51.0445147,-113.9953807,/ab/calgary/rentals/shared/4-bedrooms/radisson-heights/456087,Shared,450,4,1766,2.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Beddington,51.1268286,-114.0883376,/ab/calgary/rentals/shared/1-bedroom/beddington/464388,Shared,600,1,1000,1.0,0,0,1,1,1,0,0,1
Immediate,2000-01-01 00:00:00,Dalhousie,51.1048978,-114.1543041,/ab/calgary/rentals/shared/1-bedroom/dalhousie/299747,Shared,600,1,2000,3.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Coventry Hills,51.1634946,-114.0574536,/ab/calgary/rentals/shared/1-bedroom/coventry-hills/400160,Shared,600,1,500,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Southwood,50.954338,-114.0843534,/ab/calgary/rentals/shared/1-bedroom/southwood/pet-friendly/485064,Shared,800,1,2000,2.0,2,2,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Sunalta,51.0415959,-114.0960556,/ab/calgary/rentals/shared/1-bedroom/sunalta/482604,Shared,800,1,1700,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Altadore,51.022655,-114.1039146,/ab/calgary/rentals/shared/1-bedroom/altadore/484954,Shared,1000,1,882,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Cougar Ridge,51.0708343,-114.2093522,/ab/calgary/rentals/shared/3-bedrooms/cougar-ridge/464217,Shared,650,3,1450,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Springbank,51.075279,-114.260576,/ab/calgary/rentals/shared/5-bedrooms/springbank/299308,Shared,1000,5,6500,4.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Auburn Bay,50.88528,-113.96389,/ab/calgary/rentals/shared/1-bedroom/auburn-bay/16685,Shared,750,1,2500,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Highland Park,51.0845801,-114.0635691,/ab/calgary/rentals/shared/1-bedroom/highland-park/356233,Shared,500,1,980,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Montgomery,51.0765307,-114.1688032,/ab/calgary/rentals/shared/1-bedroom/montgomery/pet-friendly/475880,Shared,800,1,1890,1.0,2,2,0,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Killarney,51.0353203,-114.1415914,/ab/calgary/rentals/shared/1-bedroom/killarney/92378,Shared,650,1,1200,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Dalhousie,51.1024302,-114.1483394,/ab/calgary/rentals/shared/2-bedrooms/dalhousie/144429,Shared,500,2,700,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Evanston,51.1806742,-114.1189366,/ab/calgary/rentals/shared/1-bedroom/evanston/478315,Shared,855,1,1600,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Brentwood,51.0912498,-114.1322761,/ab/calgary/rentals/shared/4-bedrooms/brentwood/407216,Shared,525,4,1200,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Southview,51.034112,-113.9886758,/ab/calgary/rentals/shared/1-bedroom/southview/403668,Shared,750,1,1000,1.0,0,0,1,1,0,1,1,1
Immediate,2000-01-01 00:00:00,Mount Pleasant,51.0378432,-114.0380598,/ab/calgary/rentals/shared/3-bedrooms/mount-pleasant/115080,Shared,750,3,2000,4.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Carrington,51.1787788,-114.0830572,/ab/calgary/rentals/shared/3-bedrooms/carrington/pet-friendly/387190,Shared,800,3,1517,2.0,0,2,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Chaparral,50.8802363,-114.0204748,/ab/calgary/rentals/shared/4-bedrooms/chaparral/471121,Shared,575,4,3000,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Bowness,51.0902933,-114.1947063,/ab/calgary/rentals/shared/3-bedrooms/bowness/338657,Shared,575,3,695,1.0,0,0,1,1,1,0,0,1
Immediate,2000-01-01 00:00:00,Thorncliffe,51.1066647,-114.0661184,/ab/calgary/rentals/shared/1-bedroom/thorncliffe/469102,Shared,500,1,1400,2.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Deer Ridge,50.9215879,-114.0207909,/ab/calgary/rentals/shared/1-bedroom/deer-ridge/483494,Shared,675,1,500,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Douglasdale,50.942071854043,-113.989913500464,/ab/calgary/rentals/shared/1-bedroom/douglasdale/pet-friendly/406174,Shared,700,1,400,1.0,2,2,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Connaught,51.03923517591,-114.086365699768,/ab/calgary/rentals/shared/2-bedrooms/connaught/pet-friendly/18480,Shared,700,2,1117,1.0,2,2,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Bridlewood,50.8965281,-114.1005792,/ab/calgary/rentals/shared/3-bedrooms/bridlewood/418750,Shared,750,3,1800,3.0,0,0,0,0,0,1,1,1
Immediate,2000-01-01 00:00:00,Citadel,51.1422806,-114.1787636,/ab/calgary/rentals/shared/3-bedrooms/citadel/462795,Shared,500,3,1200,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Beltline,51.062820148349,-114.099552171887,/ab/calgary/rentals/shared/2-bedrooms/beltline/423491,Shared,800,2,880,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Edgemont,51.125696,-114.144371,/ab/calgary/rentals/shared/2-bedrooms/edgemont/443126,Shared,560,2,1900,3.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Auburn Bay,50.899620362876,-113.959845228806,/ab/calgary/rentals/shared/4-bedrooms/auburn-bay/61314,Shared,700,4,3300,4.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Citadel,51.1427815,-114.1739105,/ab/calgary/rentals/shared/1-bedroom/citadel/449796,Shared,900,1,2200,1.0,0,0,0,0,0,0,1,1
Immediate,2000-01-01 00:00:00,Glenbrook,51.02664,-114.1523,/ab/calgary/rentals/shared/1-bedroom/glenbrook/307355,Shared,650,1,700,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Nolan Hill,51.17882,-114.17413,/ab/calgary/rentals/shared/1-bedroom/nolan-hill/480257,Shared,595,1,1700,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Rundle,51.0700259,-113.9776368,/ab/calgary/rentals/shared/3-bedrooms/rundle/439049,Shared,650,3,1202,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Lower Mount Royal,51.0371006,-114.0942285,/ab/calgary/rentals/shared/2-bedrooms/lower-mount-royal/129507,Shared,975,2,1200,2.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Cranston,50.8859513,-113.9710219,/ab/calgary/rentals/shared/1-bedroom/cranston/442825,Shared,660,1,1400,3.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Varsity,51.088336672268,-114.146423697541,/ab/calgary/rentals/shared/2-bedrooms/varsity/340159,Shared,560,2,1151,2.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Harvest Hills,51.143093,-114.063939,/ab/calgary/rentals/shared/4-bedrooms/harvest-hills/482724,Shared,600,4,1250,2.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Dalhousie,51.1152614,-114.166801,/ab/calgary/rentals/shared/4-bedrooms/dalhousie/394696,Shared,480,4,1350,2.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Varsity,51.0839654,-114.1477719,/ab/calgary/rentals/shared/1-bedroom/varsity/451998,Shared,500,1,190,0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Patterson,51.0625513,-114.1812196,/ab/calgary/rentals/shared/5-bedrooms/patterson/103020,Shared,800,5,2800,3.0,0,0,1,1,1,0,1,1
