availability,a,city,community,latitude,longitude,link,type,price,beds,sq_feet,baths,cats,dogs,utility_heat,utility_electricity,utility_water,utility_cable,utility_internet,available_month
Immediate,2000-01-01 00:00:00,Calgary,Red Carpet,51.038967,-113.931151,/ab/calgary/rentals/apartment/1-bedroom/red-carpet/pet-friendly/479453,Apartment,1235,1,576,1.0,2,2,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.038842,-114.092201,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/318403,Apartment,1574,1,445,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.0479707,-114.0811338,/ab/calgary/rentals/apartment/3-bedrooms/downtown/pet-friendly/504991,Apartment,2100,3,1125,2.0,2,2,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mission,51.0352883,-114.0690607,/ab/calgary/rentals/apartment/2-bedrooms/mission/17618,Apartment,1800,2,1150,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bankview,51.0356514,-114.1031472,/ab/calgary/rentals/apartment/1-bedroom/bankview/67966,Apartment,1175,1,800,1.0,0,0,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Eau Claire,51.0521774,-114.0653412,/ab/calgary/rentals/apartment/1-bedroom/eau-claire/504955,Apartment,2550,1,550,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Britannia,51.0170347,-114.0191461,/ab/calgary/rentals/apartment/3-bedrooms/britannia/297869,Apartment,1295,3,1200,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Southwood,50.9512148,-114.0853209,/ab/calgary/rentals/apartment/3-bedrooms/southwood/414605,Apartment,1600,3,1000,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,East Village,51.0470923,-114.0500534,/ab/calgary/rentals/apartment/2-bedrooms/east-village/357073,Apartment,2800,2,700,2.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bridgeland,51.053376,-114.049139,/ab/calgary/rentals/apartment/2-bedrooms/bridgeland/pet-friendly/366761,Apartment,1500,2,925,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,University Heights,51.072995010656,-114.124065625903,/ab/calgary/rentals/apartment/1-bedroom/university-heights/345075,Apartment,1195,1,750,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.0478573,-114.0866807,/ab/calgary/rentals/apartment/2-bedrooms/downtown/504718,Apartment,1995,2,835,1.0,0,0,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,East Village,51.0473453,-114.0502366,/ab/calgary/rentals/apartment/1-bedroom/east-village/127843,Apartment,2300,1,650,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Montgomery,51.0685853,-114.1548715,/ab/calgary/rentals/apartment/3-bedrooms/montgomery/504688,Apartment,1950,3,1150,1.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Windsor Park,51.0026511,-114.074333,/ab/calgary/rentals/apartment/1-bedroom/windsor-park/pet-friendly/462353,Apartment,1295,1,615,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Edgemont,51.1272253,-114.1360902,/ab/calgary/rentals/apartment/2-bedrooms/edgemont/502224,Apartment,1550,2,879,2.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,East Village,51.0500143,-114.0569043,/ab/calgary/rentals/apartment/1-bedroom/east-village/311428,Apartment,1350,1,520,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Currie Barracks,51.0201166,-114.1309901,/ab/calgary/rentals/apartment/1-bedroom/currie-barracks/498140,Apartment,1700,1,696,1.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.040578,-114.070712,/ab/calgary/rentals/apartment/1-bedroom/beltline/17696,Apartment,1650,1,500,1.0,0,0,1,1,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Calgary,Marlborough,51.058425,-113.9776341,/ab/calgary/rentals/apartment/1-bedroom/marlborough/pet-friendly/481053,Apartment,1230,1,670,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Auburn Bay,50.88528,-113.96389,/ab/calgary/rentals/apartment/2-bedrooms/auburn-bay/pet-friendly/140144,Apartment,1800,2,920,2.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bankview,51.0373177,-114.1000179,/ab/calgary/rentals/apartment/2-bedrooms/bankview/pet-friendly/406586,Apartment,1450,2,750,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Connaught,51.0403577,-114.0845724,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/368538,Apartment,1494,1,378,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Hillhurst,51.0563413,-114.0864206,/ab/calgary/rentals/apartment/1-bedroom/hillhurst/pet-friendly/499050,Apartment,1750,1,648,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Cliff Bungalow,51.0322636,-114.0752951,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/481917,Apartment,1150,1,600,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mission,51.0301366,-114.0643422,/ab/calgary/rentals/apartment/2-bedrooms/mission/pet-friendly/501445,Apartment,2000,2,930,1.0,2,2,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Sage Hill,51.1705941,-114.1488573,/ab/calgary/rentals/apartment/2-bedrooms/sage-hill/504786,Apartment,1595,2,577,1.0,0,0,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Carrington,51.184118227946,-114.07281422356,/ab/calgary/rentals/apartment/2-bedrooms/carrington/pet-friendly/472666,Apartment,1848,2,1051,2.0,2,2,0,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,University Heights,51.0702357,-114.1252561,/ab/calgary/rentals/apartment/2-bedrooms/university-heights/pet-friendly/20548,Apartment,1579,2,825,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.044039909486,-114.07789832065,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/501186,Apartment,2550,1,507,1.0,2,2,1,1,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Calgary,Carrington,51.1825137643,-114.090345047607,/ab/calgary/rentals/apartment/2-bedrooms/carrington/pet-friendly/503816,Apartment,2250,2,920,2.0,2,2,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.03973,-114.06647,/ab/calgary/rentals/apartment/1-bedroom/beltline/501185,Apartment,2700,1,498,1.0,0,0,1,1,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Calgary,Springbank,51.093191449057,-114.320691437573,/ab/calgary/rentals/apartment/2-bedrooms/springbank/pet-friendly/504597,Apartment,3500,2,1735,2.0,2,2,1,1,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Calgary,Hillhurst,51.0563413,-114.0864206,/ab/calgary/rentals/apartment/2-bedrooms/hillhurst/499308,Apartment,1850,2,717,2.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.0478278,-114.0858711,/ab/calgary/rentals/apartment/2-bedrooms/downtown/52978,Apartment,2350,2,960,2.0,0,0,1,1,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Calgary,Seton,50.88121,-113.94732,/ab/calgary/rentals/apartment/2-bedrooms/seton/483933,Apartment,1874,2,915,2.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,South Calgary,51.0241666,-114.1141032,/ab/calgary/rentals/apartment/1-bedroom/south-calgary/pet-friendly/503643,Apartment,1750,1,735,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Lake Bonavista,50.948210536171,-114.068608415869,/ab/calgary/rentals/apartment/2-bedrooms/lake-bonavista/504648,Apartment,2080,2,910,2.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bankview,51.0336838,-114.0949779,/ab/calgary/rentals/apartment/2-bedrooms/bankview/126738,Apartment,1950,2,900,2.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,South Calgary,51.0241666,-114.1141032,/ab/calgary/rentals/apartment/1-bedroom/south-calgary/pet-friendly/501159,Apartment,1725,1,840,2.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.0484952,-114.0872698,/ab/calgary/rentals/apartment/2-bedrooms/downtown/504615,Apartment,2350,2,1101,2.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Forest Heights,51.0446273,-113.9703201,/ab/calgary/rentals/apartment/1-bedroom/forest-heights/pet-friendly/430315,Apartment,1460,1,523,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Marlborough Park,51.0548371,-113.9384643,/ab/calgary/rentals/apartment/5-bedrooms/marlborough-park/pet-friendly/504531,Apartment,2300,5,1600,2.0,2,2,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Richmond/Knob Hill,51.035938,-114.118334,/ab/calgary/rentals/apartment/2-bedrooms/richmond-knob-hill/315832,Apartment,1450,2,770,1.0,0,0,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mission,51.029722,-114.064659,/ab/calgary/rentals/apartment/2-bedrooms/mission/pet-friendly/78120,Apartment,2111,2,1089,1.0,2,2,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Ogden,50.9846371,-113.99991,/ab/calgary/rentals/apartment/1-bedroom/ogden/pet-friendly/503812,Apartment,1495,1,760,1.0,2,2,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Copperfield,50.912867,-113.939464,/ab/calgary/rentals/apartment/3-bedrooms/copperfield/503938,Apartment,2450,3,1600,3.0,0,0,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Renfrew,51.0581619,-114.0503836,/ab/calgary/rentals/apartment/2-bedrooms/renfrew/370886,Apartment,1800,2,705,2.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Victoria Park,51.0398526,-114.0665193,/ab/calgary/rentals/apartment/1-bedroom/victoria-park/pet-friendly/368446,Apartment,1650,1,1003,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.0478573,-114.0866807,/ab/calgary/rentals/apartment/2-bedrooms/downtown/503716,Apartment,2240,2,846,2.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.0391941,-114.0933588,/ab/calgary/rentals/apartment/2-bedrooms/beltline/pet-friendly/464807,Apartment,1700,2,800,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Victoria Park,51.0394365,-114.0603553,/ab/calgary/rentals/apartment/2-bedrooms/victoria-park/58432,Apartment,2600,2,850,2.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Capitol Hill,51.067638,-114.093356,/ab/calgary/rentals/apartment/1-bedroom/capitol-hill/pet-friendly/2544,Apartment,1174,1,438,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Victoria Park,51.0392969,-114.0626447,/ab/calgary/rentals/apartment/2-bedrooms/victoria-park/468083,Apartment,1899,2,850,1.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.0482801,-114.0848585,/ab/calgary/rentals/apartment/2-bedrooms/downtown/501356,Apartment,2400,2,1100,2.0,0,0,1,0,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mission,51.0370303,-114.0698418,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/504224,Apartment,1600,1,478,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Garrison Woods,51.022406753779,-114.11205693254,/ab/calgary/rentals/apartment/1-bedroom/garrison-woods/454497,Apartment,1950,1,780,2.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.0436211,-114.081813,/ab/calgary/rentals/apartment/2-bedrooms/beltline/503864,Apartment,2395,2,700,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mahogany,50.8985696,-113.9381964,/ab/calgary/rentals/apartment/2-bedrooms/mahogany/pet-friendly/114605,Apartment,1699,2,700,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.0404371,-114.069855,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/504030,Apartment,1350,1,637,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Varsity,51.0861653,-114.1595343,/ab/calgary/rentals/apartment/1-bedroom/varsity/503813,Apartment,1650,1,743,1.0,0,0,1,1,1,0,1,1.0
Immediate,2000-01-01 00:00:00,Calgary,Braeside,50.962467,-114.1097039,/ab/calgary/rentals/apartment/2-bedrooms/braeside/pet-friendly/481050,Apartment,1563,2,814,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bankview,51.0333907,-114.0942813,/ab/calgary/rentals/apartment/2-bedrooms/bankview/pet-friendly/360943,Apartment,1734,2,789,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Legacy,50.8607753,-114.0233735,/ab/calgary/rentals/apartment/1-bedroom/legacy/503863,Apartment,1300,1,450,1.0,0,0,1,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.040504,-114.089806,/ab/calgary/rentals/apartment/2-bedrooms/beltline/pet-friendly/121385,Apartment,1250,2,800,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bridgeland,51.052918014172,-114.0496916,/ab/calgary/rentals/apartment/1-bedroom/bridgeland/384285,Apartment,1095,1,750,1.0,0,0,1,0,1,1,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mission,51.0376633,-114.0631462,/ab/calgary/rentals/apartment/2-bedrooms/mission/pet-friendly/453880,Apartment,1646,2,770,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Highland Park,51.0919964,-114.0580475,/ab/calgary/rentals/apartment/2-bedrooms/highland-park/pet-friendly/17636,Apartment,1650,2,900,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Penbrooke Meadows,51.0386747,-113.9439487,/ab/calgary/rentals/apartment/2-bedrooms/penbrooke-meadows/503636,Apartment,1650,2,850,2.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Panorama Hills,51.1649084,-114.0882828,/ab/calgary/rentals/apartment/2-bedrooms/panorama-hills/pet-friendly/499841,Apartment,1750,2,808,2.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Sunnyside,51.056681,-114.0778775,/ab/calgary/rentals/apartment/1-bedroom/sunnyside/pet-friendly/463163,Apartment,1414,1,500,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Sage Hill,51.17376,-114.14353,/ab/calgary/rentals/apartment/2-bedrooms/sage-hill/pet-friendly/487683,Apartment,1625,2,862,2.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Crescent Heights,51.05769,-114.059801,/ab/calgary/rentals/apartment/2-bedrooms/crescent-heights/124428,Apartment,1395,2,900,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Haysboro,50.9720344,-114.0820152,/ab/calgary/rentals/apartment/1-bedroom/haysboro/pet-friendly/150186,Apartment,1500,1,740,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.0494421,-114.0559496,/ab/calgary/rentals/apartment/2-bedrooms/downtown/54051,Apartment,1990,2,852,2.0,0,0,0,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mission,51.0301756,-114.0653515,/ab/calgary/rentals/apartment/2-bedrooms/mission/pet-friendly/405957,Apartment,1330,2,884,1.0,2,2,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Lower Mount Royal,51.0337982,-114.0943935,/ab/calgary/rentals/apartment/2-bedrooms/lower-mount-royal/pet-friendly/100152,Apartment,1400,2,870,1.0,2,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.040835,-114.0665998,/ab/calgary/rentals/apartment/2-bedrooms/beltline/pet-friendly/503254,Apartment,2950,2,900,2.0,2,2,1,1,1,1,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Cliff Bungalow,51.0349101,-114.0774354,/ab/calgary/rentals/apartment/2-bedrooms/cliff-bungalow/pet-friendly/462351,Apartment,1726,2,760,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.0429559,-114.0885973,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/468620,Apartment,1515,1,601,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.0478893,-114.0532344,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/496785,Apartment,1700,1,1041,1.0,2,2,0,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Killarney,51.0380206,-114.124176,/ab/calgary/rentals/apartment/2-bedrooms/killarney/503506,Apartment,1950,2,664,2.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.04576,-114.06786,/ab/calgary/rentals/apartment/1-bedroom/downtown/138956,Apartment,1850,1,968,2.0,0,0,0,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Glendale,51.030062,-114.142999,/ab/calgary/rentals/apartment/2-bedrooms/glendale/47985,Apartment,1595,2,1000,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Cougar Ridge,51.0805889,-114.2042344,/ab/calgary/rentals/apartment/1-bedroom/cougar-ridge/pet-friendly/417059,Apartment,1501,1,612,1.0,2,2,1,0,0,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Hillhurst,51.0563413,-114.0864206,/ab/calgary/rentals/apartment/2-bedrooms/hillhurst/pet-friendly/503068,Apartment,2550,2,926,2.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.045931,-114.088162,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/501314,Apartment,3186,1,1700,1.0,0,2,1,0,1,1,1,1.0
Immediate,2000-01-01 00:00:00,Calgary,Hillhurst,51.0573403,-114.0875332,/ab/calgary/rentals/apartment/1-bedroom/hillhurst/pet-friendly/470158,Apartment,1950,1,1096,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Fairview,50.979186235335,-114.06720220793,/ab/calgary/rentals/apartment/1-bedroom/fairview/pet-friendly/54234,Apartment,1174,1,568,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.0478893,-114.0532344,/ab/calgary/rentals/apartment/2-bedrooms/downtown/pet-friendly/501773,Apartment,2750,2,1121,2.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Woodlands,50.9407587,-114.1038826,/ab/calgary/rentals/apartment/2-bedrooms/woodlands/pet-friendly/481052,Apartment,1454,2,840,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Auburn Bay,50.8922372,-113.9436734,/ab/calgary/rentals/apartment/2-bedrooms/auburn-bay/497069,Apartment,2150,2,976,2.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.0527203,-114.0662282,/ab/calgary/rentals/apartment/2-bedrooms/downtown/pet-friendly/430729,Apartment,4000,2,1450,2.0,2,2,1,1,1,1,1,1.0
Immediate,2000-01-01 00:00:00,Calgary,Altadore,51.02343,-114.107944,/ab/calgary/rentals/apartment/1-bedroom/altadore/pet-friendly/409411,Apartment,2200,2,884,2.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Mckenzie Towne,50.9280548,-113.96036,/ab/calgary/rentals/apartment/2-bedrooms/mckenzie-towne/pet-friendly/87743,Apartment,1900,2,906,2.0,2,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Bridgeland,51.0516663,-114.0488293,/ab/calgary/rentals/apartment/1-bedroom/bridgeland/502462,Apartment,1250,1,550,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Beltline,51.0408474,-114.067481,/ab/calgary/rentals/apartment/1-bedroom/beltline/331832,Apartment,1250,1,900,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Sunnyside,51.0554369,-114.0799084,/ab/calgary/rentals/apartment/2-bedrooms/sunnyside/502278,Apartment,1850,2,750,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Rosscarrock,51.0391775,-114.143734,/ab/calgary/rentals/apartment/2-bedrooms/rosscarrock/57563,Apartment,1500,2,700,1.0,0,0,1,1,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Victoria Park,51.0386245,-114.0603557,/ab/calgary/rentals/apartment/1-bedroom/victoria-park/123412,Apartment,1850,1,689,1.0,0,0,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Dover,51.0278599,-113.968347,/ab/calgary/rentals/apartment/1-bedroom/dover/pet-friendly/2247,Apartment,1150,1,550,1.0,2,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.0491572,-114.0822146,/ab/calgary/rentals/apartment/2-bedrooms/downtown/pet-friendly/501680,Apartment,2995,2,1300,2.0,0,2,1,0,1,0,0,1.0
Immediate,2000-01-01 00:00:00,Calgary,Downtown,51.045931,-114.088162,/ab/calgary/rentals/apartment/2-bedrooms/downtown/pet-friendly/501917,Apartment,2400,2,1000,2.0,2,2,1,0,1,0,1,1.0
